cid,gender,R,F,M,k-means
2017S4004441,M,189,1,1290,0
2017S4004449,F,591,1,1380,1
2017S4004461,F,22,3,3226,2
2017S4004469,F,449,3,2686,3
2017S4004477,M,418,1,699,3
2017S4004481,F,313,1,999,0
2017S4004497,F,260,3,5700,0
2017S4004517,M,552,1,493,1
2017S4004541,M,413,1,493,3
2017S4004625,F,669,1,1520,1
2017S4004629,F,649,1,1560,1
2017S4004637,F,297,2,1956,0
2017S4004649,M,92,5,6541,2
2017S4004681,M,447,1,998,3
2017S4004741,F,152,3,1968,2
2017S4004813,F,596,2,2900,1
2017S4004929,F,398,4,12640,3
2017S4004933,M,195,3,6064,0
2017S4004937,M,432,3,9978,3
2017S4004949,M,414,2,4177,3
2017S4004957,F,412,2,2240,3
2017S4005033,M,566,1,2609,1
2017S4005085,F,194,3,3246,0
2017S4005093,M,8,24,26674,2
2017S4008069,M,221,3,3350,0
2017S4008113,F,173,3,5520,0
2017S4008209,M,57,4,5837,2
2017S4008225,F,255,1,680,0
2017S4008281,F,552,2,2560,1
2017S4008333,F,348,2,2760,3
2017S4008341,F,386,3,3531,3
2017S4008369,M,444,2,1939,3
2017S4008397,F,467,2,809,3
2017S4008457,M,619,1,800,1
2017S4008469,M,56,13,14777,2
2017S4008473,F,403,2,2060,3
2017S4008493,F,170,1,3870,0
2017S4012133,F,522,1,1170,1
2017S4012181,F,669,1,1492,1
2017S4012185,F,620,1,790,1
2017S4012193,M,497,1,1180,3
2017S4012201,F,456,2,1260,3
2017S4012209,F,205,4,1460,0
2017S4012225,F,46,1,1380,2
2017S4012229,F,245,2,3759,0
2017S4012249,F,115,12,18050,2
2017S4012293,F,120,1,1074,2
2017S4012365,F,304,1,493,0
2017S4012377,F,666,1,493,1
2017S4012397,F,195,3,5242,0
2017S4012453,M,73,2,9250,2
2017S4012477,F,324,3,3423,0
2017S4012493,F,15,1,3052,2
2017S4016073,F,379,1,689,3
2017S4016149,M,54,2,932,2
2017S4016161,M,374,1,3608,3
2017S4016189,M,440,1,2760,3
2017S4016221,F,586,2,3952,1
2017S4016225,M,208,2,1473,0
2017S4016281,M,559,1,680,1
2017S4016305,F,55,30,35543,2
2017S4016325,F,289,1,3040,0
2017S4016337,F,392,1,1380,3
2017S4016345,M,649,1,1380,1
2017S4016361,F,489,4,11100,3
2017S4016373,M,123,6,4969,2
2017S4016377,F,593,1,2760,1
2017S4016401,M,191,2,3779,0
2017S4016437,M,650,1,1980,1
2017S4016441,F,216,1,1290,0
2017S4016445,M,565,1,799,1
2017S4016473,F,200,2,2288,0
2017S4016489,F,215,1,430,0
2017S4016497,M,235,2,4636,0
2017S4016529,F,205,2,7720,0
2017S4016561,M,377,1,1579,3
2017S4016577,M,406,1,799,3
2017S4016601,F,212,1,1290,0
2017S4016685,M,21,2,8316,2
2017S4020093,F,17,1,1080,2
2017S4020113,F,53,3,4530,2
2017S4020121,F,606,1,1380,1
2017S4020133,M,481,3,3890,3
2017S4020145,F,203,1,1290,0
2017S4020157,F,42,2,1987,2
2017S4020237,F,220,3,5140,0
2017S4020277,F,25,1,593,2
2017S4020289,M,283,1,1560,0
2017S4020333,F,641,1,1379,1
2017S4020341,M,220,4,4942,0
2017S4020397,F,663,1,1380,1
2017S4020441,M,27,50,40264,2
2017S4024077,F,100,2,3069,2
2017S4024141,M,505,1,1680,1
2017S4024193,F,82,5,6497,2
2017S4024201,F,604,1,499,1
2017S4024261,F,122,10,11906,2
2017S4024277,F,518,1,780,1
2017S4024309,F,184,16,22140,0
2017S4024329,F,659,1,2600,1
2017S4024341,F,360,1,540,3
2017S4024361,M,1,1,980,2
2017S4024373,M,644,1,1380,1
2017S4024389,F,443,1,580,3
2017S4024401,M,11,5,6103,2
2017S4024405,M,232,6,6168,0
2017S4024413,F,664,1,689,1
2017S4024433,M,77,1,1249,2
2017S4024473,F,560,1,1560,1
2017S4024485,F,17,2,3870,2
2017S4024521,F,615,1,988,1
2017S4024529,F,339,1,559,3
2017S4024533,F,97,2,1139,2
2017S4024537,F,360,3,4580,3
2017S4024577,M,538,1,3080,1
2017S4024645,M,217,3,4140,0
2017S4024681,F,267,6,8605,0
2017S4024689,M,667,1,1217,1
2017S4028053,M,657,1,1099,1
2017S4028057,F,293,1,988,0
2017S4028081,F,362,3,5120,3
2017S4028121,F,41,1,2538,2
2017S4028165,M,346,1,539,3
2017S4028205,F,575,1,1180,1
2017S4028365,M,204,3,20976,0
2017S4028369,M,562,3,17267,1
2017S4028385,F,370,1,559,3
2017S4028409,M,473,1,2958,3
2017S4028501,M,446,1,2560,3
2017S4028577,F,552,1,3320,1
2017S4028597,F,598,3,4065,1
2017S4028613,F,25,6,7240,2
2017S4028661,M,110,1,105,2
2017S4028665,M,537,4,9019,1
2017S4028669,F,222,1,249,0
2017S4028693,F,133,7,3194,2
2017S4028697,M,55,2,2197,2
2017S4028713,F,645,1,1356,1
2017S4028745,F,587,2,986,1
2017S4028789,F,206,3,3843,0
2017S4028825,M,144,1,999,2
2017S4028837,F,111,1,999,2
2017S4028853,M,171,3,5718,0
2017S4028893,M,109,4,5860,2
2017S4032065,F,537,1,520,1
2017S4032089,M,24,10,18557,2
2017S4032109,F,293,5,9931,0
2017S4032113,F,103,4,4838,2
2017S4032121,M,655,1,1160,1
2017S4032137,M,433,4,4061,3
2017S4032197,M,551,1,1176,1
2017S4032201,F,650,1,493,1
2017S4032217,F,425,1,289,3
2017S4032269,F,334,5,13470,3
2017S4032289,F,278,1,1199,0
2017S4032417,M,532,2,2040,1
2017S4032425,F,20,1,4020,2
2017S4032441,M,477,4,8426,3
2017S4032445,F,117,2,1897,2
2017S4032457,F,64,9,29706,2
2017S4032533,M,567,2,2438,1
2017S4032577,F,650,1,1998,1
2017S4032677,M,75,3,6450,2
2017S4032725,F,11,20,20722,2
2017S4032769,M,412,1,998,3
2017S4032829,F,504,1,680,3
2017S4032841,M,604,2,1289,1
2017S4032865,M,601,1,3356,1
2017S4032905,F,489,1,998,3
2017S4032933,F,306,3,10075,0
2017S4032941,F,603,2,1976,1
2017S4032957,M,271,1,998,0
2017S4032969,F,560,1,1280,1
2017S4033041,M,151,1,780,2
2017S4036081,F,229,2,2418,0
2017S4036085,M,470,1,493,3
2017S4036097,F,208,2,3870,0
2017S4036113,F,219,4,13890,0
2017S4036137,M,210,4,6972,0
2017S4036149,F,278,1,1239,0
2017S4036185,F,75,3,7980,2
2017S4036337,F,194,1,2580,0
2017S4036425,F,562,1,1080,1
2017S4036453,F,607,1,1160,1
2017S4036457,F,29,1,1996,2
2017S4036485,F,575,1,1280,1
2017S4036509,M,332,1,780,3
2017S4036545,M,104,5,7698,2
2017S4036561,F,334,1,777,3
2017S4036609,M,153,3,1949,2
2017S4036633,F,650,1,988,1
2017S4036653,M,569,1,986,1
2017S4036681,F,652,1,1099,1
2017S4036729,M,78,2,3633,2
2017S4036845,F,567,1,325,1
2017S4036849,M,219,2,1783,0
2017S4040053,F,115,1,1080,2
2017S4040101,F,580,2,563,1
2017S4040109,F,83,1,2590,2
2017S4040185,F,120,1,1520,2
2017S4040197,M,63,2,2279,2
2017S4040205,M,497,1,580,3
2017S4040233,F,123,9,14248,2
2017S4040281,M,566,1,1360,1
2017S4040289,F,575,2,1678,1
2017S4040325,F,445,1,699,3
2017S4040337,M,391,2,4059,3
2017S4040353,F,426,2,1200,3
2017S4040389,M,572,1,7080,1
2017S4040405,F,384,1,1290,3
2017S4040417,M,538,3,3780,1
2017S4040461,M,629,1,229,1
2017S4040557,M,188,5,13085,0
2017S4040581,F,503,3,4880,3
2017S4040617,M,425,1,1129,3
2017S4040653,F,664,1,1099,1
2017S4040689,M,657,1,6240,1
2017S4040745,F,652,1,580,1
2017S4040757,F,509,1,1180,1
2017S404077,F,145,3,5680,2
2017S4040805,M,439,1,520,3
2017S404113,F,111,1,999,2
2017S404149,F,419,2,2696,3
2017S404165,M,659,1,1099,1
2017S404241,M,475,1,1876,3
2017S404249,M,557,1,2598,1
2017S404253,F,490,2,2856,3
2017S404385,M,61,1,593,2
2017S4044077,M,23,4,6630,2
2017S4044089,F,193,2,1519,0
2017S4044093,M,23,5,5856,2
2017S4044133,F,414,2,2278,3
2017S4044169,M,140,7,7314,2
2017S4044185,M,74,5,15297,2
2017S4044221,F,491,1,229,3
2017S4044229,M,251,1,999,0
2017S4044249,F,310,4,4068,0
2017S404425,M,199,11,11109,0
2017S4044281,F,238,1,2156,0
2017S4044297,M,382,3,5898,3
2017S4044305,F,154,4,7458,2
2017S404437,M,266,4,4276,0
2017S4044389,F,524,1,780,1
2017S4044405,F,26,9,17558,2
2017S4044409,F,256,1,998,0
2017S4044433,F,335,1,1280,3
2017S4044465,M,466,1,2982,3
2017S4044517,M,243,1,2318,0
2017S4044533,F,522,1,580,1
2017S4044549,M,629,1,1976,1
2017S4044561,M,313,2,2450,0
2017S4044569,M,299,7,9702,0
2017S404457,F,384,1,1380,3
2017S404485,F,415,3,7817,3
2017S404573,F,667,1,1515,1
2017S404601,F,67,5,8767,2
2017S404657,F,167,2,2730,0
2017S404717,F,209,4,5455,0
2017S404769,M,531,1,1080,1
2017S4048077,M,375,1,499,3
2017S404809,M,590,1,8400,1
2017S4048105,M,365,3,3039,3
2017S4048145,M,222,3,4520,0
2017S4048153,M,570,1,2560,1
2017S4048185,F,578,1,709,1
2017S4048213,F,292,1,219,0
2017S4048233,F,653,2,3952,1
2017S4048293,F,125,3,2930,2
2017S4048313,M,661,1,1099,1
2017S4048329,F,540,1,690,1
2017S4048337,M,238,4,10980,0
2017S4048381,F,272,2,2358,0
2017S404853,M,352,1,1380,3
2017S404901,M,440,1,998,3
2017S404913,M,656,1,520,1
2017S404953,F,355,2,1760,3
2017S405009,M,622,1,988,1
2017S405021,F,215,3,12760,0
2017S405105,F,516,1,1380,1
2017S405109,M,573,1,2360,1
2017S405149,M,110,2,2760,2
2017S4052053,M,641,1,2338,1
2017S4052081,M,150,7,18768,2
2017S4052109,M,352,5,5419,3
2017S4052113,M,625,1,1520,1
2017S4052157,M,74,10,19525,2
2017S4052197,F,609,1,499,1
2017S4052217,F,574,2,4158,1
2017S4052265,M,36,3,3458,2
2017S4052293,F,13,3,3150,2
2017S4052297,F,625,1,325,1
2017S4052337,M,461,1,300,3
2017S4052365,F,278,1,649,0
2017S4052369,F,488,4,7888,3
2017S4052377,M,45,1,1170,2
2017S4052385,F,217,2,2636,0
2017S4052545,F,657,1,1239,1
2017S405261,F,51,1,1299,2
2017S405301,F,82,12,16178,2
2017S405309,M,386,3,6070,3
2017S4056061,M,115,1,2000,2
2017S4056065,F,482,1,493,3
2017S4056085,M,202,2,2160,0
2017S4056105,M,517,2,2160,1
2017S4056129,F,501,2,919,3
2017S4056149,F,553,3,2720,1
2017S4056205,F,272,1,150,0
2017S4056257,F,321,1,1669,0
2017S4056269,F,425,2,2690,3
2017S4056297,M,153,1,559,2
2017S4056301,F,626,1,1380,1
2017S4056333,F,70,1,150,2
2017S4056337,F,72,2,1679,2
2017S4056341,F,589,2,3200,1
2017S4056381,F,196,4,5330,0
2017S4056425,F,22,21,38304,2
2017S4056461,M,118,1,458,2
2017S4056469,F,314,1,435,0
2017S4056561,F,559,1,1180,1
2017S4056577,F,618,2,458,1
2017S4056581,F,535,1,1170,1
2017S4056673,M,664,1,3040,1
2017S4056713,M,536,1,289,1
2017S4056725,M,476,2,2219,3
2017S4056729,F,615,1,4560,1
2017S4056797,M,461,1,498,3
2017S4060137,M,82,8,19038,2
2017S4060149,M,532,1,938,1
2017S4060173,F,650,1,1560,1
2017S4060237,F,104,4,8280,2
2017S4060257,F,5,1,1080,2
2017S4060261,F,611,1,3960,1
2017S4060313,M,396,4,2442,3
2017S4060317,F,611,1,1380,1
2017S4060365,M,369,1,3360,3
2017S4060437,F,434,1,2760,3
2017S4060649,F,292,1,998,0
2017S4060689,M,664,1,2760,1
2017S4060697,F,593,1,1269,1
2017S4060725,F,221,1,1290,0
2017S4060741,F,413,1,680,3
2017S4060745,M,496,1,999,3
2017S4060765,F,249,16,21871,0
2017S4060777,F,87,1,1186,2
2017S4060805,M,65,1,1398,2
2017S4060853,M,460,1,1170,3
2017S4060893,F,26,1,699,2
2017S4060905,F,194,4,6539,0
2017S4060993,M,614,1,986,1
2017S4064097,F,198,1,1519,0
2017S4064261,F,108,2,882,2
2017S4064273,F,581,1,780,1
2017S4064309,F,561,1,493,1
2017S4064321,F,121,1,35,2
2017S4064345,M,220,2,3286,0
2017S4064369,M,70,7,1050,2
2017S4064445,M,374,1,966,3
2017S4064473,M,68,1,1280,2
2017S4064485,F,462,2,5735,3
2017S4064509,M,192,2,3063,0
2017S4064541,M,22,2,5160,2
2017S4064593,F,598,1,499,1
2017S4064597,F,17,3,4376,2
2017S4064601,M,234,1,998,0
2017S4064613,F,600,1,1680,1
2017S4064629,F,422,2,11940,3
2017S4068057,F,230,1,219,0
2017S4068117,F,22,24,16033,2
2017S4068149,F,89,8,21780,2
2017S4068177,M,193,1,229,0
2017S4068189,F,669,1,580,1
2017S4068205,F,97,2,687,2
2017S4068245,F,85,4,8140,2
2017S4068249,M,207,3,8114,0
2017S4068261,F,4,3,3595,2
2017S4068285,F,295,8,7074,0
2017S4068289,M,30,2,2956,2
2017S4068293,F,426,10,10716,3
2017S4068317,F,655,1,1520,1
2017S4068349,F,75,6,4081,2
2017S4068361,F,2,3,12900,2
2017S4068389,M,501,1,799,3
2017S4068453,F,214,1,2669,0
2017S4068521,F,167,4,3523,0
2017S4068541,M,327,1,1998,0
2017S4072097,F,321,4,6434,0
2017S4072113,F,263,4,4900,0
2017S4072161,F,573,1,680,1
2017S4072241,M,98,2,1692,2
2017S4072349,F,139,7,8694,2
2017S4072353,M,415,2,1600,3
2017S4072381,M,448,2,2068,3
2017S4072525,M,226,1,680,0
2017S4076085,M,45,7,15276,2
2017S4076089,M,390,1,2580,3
2017S4076093,F,42,3,6900,2
2017S4076101,F,40,4,8914,2
2017S4076105,M,442,1,499,3
2017S4076137,M,385,3,2990,3
2017S4076177,M,590,1,1680,1
2017S4076197,M,342,2,458,3
2017S4076209,F,184,3,1710,0
2017S4076217,F,553,1,249,1
2017S4076225,F,666,1,998,1
2017S4076233,F,128,4,7020,2
2017S4076237,F,517,1,580,1
2017S4076245,M,25,2,3548,2
2017S4076249,F,430,1,3040,3
2017S4076261,F,16,5,3159,2
2017S4076269,M,530,1,749,1
2017S4076293,M,248,1,998,0
2017S4076297,M,124,1,998,2
2017S4076345,M,122,4,5550,2
2017S4076369,F,234,1,680,0
2017S4076381,M,63,2,1960,2
2017S4080085,M,53,5,7590,2
2017S4080089,M,177,1,999,0
2017S4080097,F,579,1,493,1
2017S4080205,M,119,3,3286,2
2017S4080221,M,10,4,5789,2
2017S4080233,M,192,1,2580,0
2017S4080261,M,372,1,539,3
2017S4080277,M,419,2,1950,3
2017S4080281,F,264,1,799,0
2017S4080309,M,452,1,998,3
2017S4080357,M,107,1,1380,2
2017S408053,M,72,3,3154,2
2017S408061,M,391,2,2278,3
2017S408113,M,439,3,3984,3
2017S408117,F,643,1,905,1
2017S408145,F,664,1,1760,1
2017S408229,F,304,3,5420,0
2017S408253,M,183,2,2699,0
2017S408297,F,515,3,2960,1
2017S408333,M,21,9,11424,2
2017S408365,M,623,1,4560,1
2017S408401,M,616,1,439,1
2017S408405,F,559,1,986,1
2017S4084065,F,475,2,1819,3
2017S4084145,M,443,4,2697,3
2017S4084233,M,331,4,7060,0
2017S4084277,M,576,1,2560,1
2017S4084293,F,481,1,999,3
2017S4084313,F,194,1,1617,0
2017S4084341,F,601,2,2460,1
2017S408441,M,424,1,680,3
2017S4084429,F,441,2,4140,3
2017S4084441,M,478,1,289,3
2017S4084461,F,193,1,1380,0
2017S4084481,M,398,2,1140,3
2017S4084493,M,202,2,1779,0
2017S4084537,M,411,2,2760,3
2017S4084557,M,125,3,5838,2
2017S4084573,F,145,9,13753,2
2017S4084621,F,531,2,8046,1
2017S4084669,M,13,1,5160,2
2017S4084697,M,453,1,1399,3
2017S4084701,F,49,1,150,2
2017S408569,F,658,1,1099,1
2017S408721,M,198,6,16450,0
2017S408769,F,398,1,1129,3
2017S4088069,F,292,2,3800,0
2017S408821,F,635,1,1170,1
2017S4088213,M,384,1,1160,3
2017S4088241,M,125,6,18408,2
2017S4088345,M,575,1,1280,1
2017S4088349,M,164,1,1380,0
2017S4088373,F,537,1,690,1
2017S4088385,F,328,4,8007,0
2017S4088413,M,352,1,1380,3
2017S4088437,M,635,1,1160,1
2017S4088445,F,284,1,1380,0
2017S408845,M,63,11,13278,2
2017S4088473,M,275,5,6005,0
2017S4088545,M,166,3,2820,0
2017S4088585,M,12,2,3675,2
2017S4088657,F,360,2,3192,3
2017S408869,F,501,2,3940,3
2017S4088697,F,452,3,7099,3
2017S4088865,M,194,3,6323,0
2017S4088873,M,482,3,9303,3
2017S4088905,M,487,1,1520,3
2017S408913,F,155,1,680,2
2017S408949,M,29,7,7957,2
2017S408961,M,149,3,2272,2
2017S408985,F,244,1,2079,0
2017S409017,F,552,1,1960,1
2017S409037,M,5,7,16581,2
2017S409057,F,585,1,1299,1
2017S409105,M,446,1,643,3
2017S409125,M,562,1,1429,1
2017S409141,F,438,1,3049,3
2017S4092109,F,266,1,1996,0
2017S4092121,F,432,1,493,3
2017S4092141,F,458,1,493,3
2017S4092153,M,169,1,1160,0
2017S4092165,F,220,2,2920,0
2017S4092173,F,541,1,756,1
2017S4092281,M,627,1,1080,1
2017S4092289,M,25,7,9917,2
2017S4092353,F,333,2,2730,3
2017S4092377,F,131,1,680,2
2017S4092409,F,371,1,559,3
2017S4092449,M,156,1,680,0
2017S4092457,F,148,3,3038,2
2017S4092469,F,56,2,1753,2
2017S4092509,M,13,5,11397,2
2017S4092549,M,170,3,3996,0
2017S409289,F,557,1,2266,1
2017S4096065,M,501,1,520,3
2017S4096173,F,63,4,2456,2
2017S4096189,F,540,1,988,1
2017S4096197,M,124,4,7336,2
2017S4096325,F,545,2,2107,1
2017S4096329,M,83,3,3546,2
2017S4096397,M,311,2,13986,0
2017S4096445,F,657,1,2198,1
2017S4096453,F,21,7,44064,2
2017S4100053,M,540,1,2560,1
2017S4100065,F,539,1,2560,1
2017S4100137,M,417,2,4120,3
2017S4100185,M,598,1,1680,1
2017S4100201,M,578,1,1280,1
2017S4100213,F,423,1,1380,3
2017S4100293,F,555,1,680,1
2017S4100361,F,390,2,979,3
2017S4100373,F,175,2,2160,0
2017S4100405,F,39,3,3992,2
2017S4100421,M,600,1,1170,1
2017S4100425,M,23,27,54695,2
2017S4100449,F,618,1,1976,1
2017S4104069,M,575,2,4875,1
2017S4104093,F,446,1,520,3
2017S4104097,M,212,2,4858,0
2017S4104177,F,278,8,7596,0
2017S4104245,M,65,1,1280,2
2017S4104301,F,375,1,1829,3
2017S4104377,F,13,4,5862,2
2017S4104485,M,335,2,2527,3
2017S4104585,M,20,8,10890,2
2017S4104593,F,517,2,3720,1
2017S4104597,M,275,1,3040,0
2017S4108061,M,3,10,17938,2
2017S4108073,M,411,2,3433,3
2017S4108193,F,427,1,690,3
2017S4108225,F,492,2,2040,3
2017S4108257,M,621,1,493,1
2017S4108265,M,564,1,2579,1
2017S4108277,F,460,1,1598,3
2017S4108333,M,437,1,2560,3
2017S4108385,M,296,15,22278,0
2017S4108421,F,588,1,695,1
2017S4108441,M,259,1,499,0
2017S4108453,M,529,2,2690,1
2017S4108465,F,302,2,1428,0
2017S4108545,M,567,3,2063,1
2017S4108573,F,136,6,4649,2
2017S4112077,M,212,1,1290,0
2017S4112133,M,456,1,229,3
2017S4112153,M,257,3,5740,0
2017S4112181,F,305,2,2960,0
2017S4112213,F,370,1,1290,3
2017S4112237,F,69,1,1380,2
2017S4112289,F,403,3,5440,3
2017S4112297,F,406,1,680,3
2017S4112313,F,423,1,1380,3
2017S4112353,F,621,1,1976,1
2017S4112385,F,607,1,580,1
2017S4112405,F,508,1,1578,1
2017S4112453,F,531,2,2649,1
2017S4112457,F,132,5,12190,2
2017S4112461,F,67,3,1847,2
2017S4112557,M,49,4,11327,2
2017S4112617,F,473,1,7040,3
2017S4112621,F,414,1,289,3
2017S4112669,F,503,1,998,3
2017S4112681,F,649,1,150,1
2017S4112809,F,159,1,799,0
2017S4112845,M,586,1,1680,1
2017S4112877,M,15,1,1290,2
2017S4112949,M,552,1,1498,1
2017S4112977,F,286,3,3085,0
2017S4116105,F,622,1,1560,1
2017S4116137,F,26,9,19096,2
2017S4116141,F,139,2,1150,2
2017S4116173,M,521,2,1878,1
2017S4116209,M,245,2,2809,0
2017S4116221,F,208,4,15168,0
2017S4116241,F,531,1,493,1
2017S4116265,M,296,2,4140,0
2017S4116289,F,166,1,1298,0
2017S4116313,M,163,2,1038,0
2017S4116321,F,508,1,1180,1
2017S4116409,M,175,2,2278,0
2017S4116425,F,635,1,1380,1
2017S4116457,F,566,2,2085,1
2017S4116501,F,139,7,17277,2
2017S4116581,M,659,1,1515,1
2017S4116585,F,238,4,3575,0
2017S4116601,M,333,1,76,3
2017S4116613,F,216,1,1290,0
2017S4116657,M,203,4,5220,0
2017S4116677,M,397,2,2060,3
2017S4116729,F,69,1,458,2
2017S4116757,M,503,1,1180,3
2017S4116793,F,610,1,150,1
2017S4116833,M,508,1,229,1
2017S4116873,F,489,1,580,3
2017S4117001,M,537,2,2469,1
2017S4117021,F,628,1,1330,1
2017S4120093,M,237,7,11232,0
2017S4120121,F,113,2,3674,2
2017S4120133,F,109,2,1776,2
2017S4120153,M,606,1,5376,1
2017S4120165,F,624,1,1380,1
2017S4120201,F,533,2,1560,1
2017S4120237,M,181,3,4140,0
2017S4120265,M,579,1,3340,1
2017S4120321,F,203,2,1290,0
2017S4120329,F,296,1,1199,0
2017S4120333,M,253,2,2859,0
2017S4120361,M,170,4,2618,0
2017S4120409,F,571,1,999,1
2017S4120429,F,396,4,5235,3
2017S4120433,F,623,1,780,1
2017S4120461,F,373,4,12309,3
2017S4120465,M,399,1,680,3
2017S4120485,F,563,1,680,1
2017S412101,F,478,3,3420,3
2017S412141,M,147,1,1998,2
2017S412161,F,21,8,20400,2
2017S412165,F,119,1,458,2
2017S412217,M,76,3,5118,2
2017S412245,F,582,3,7213,1
2017S412269,M,418,1,680,3
2017S412337,M,212,3,5574,0
2017S412349,M,460,1,493,3
2017S412389,M,34,11,7660,2
2017S4124105,F,445,2,4140,3
2017S412413,M,669,1,4058,1
2017S4124137,M,344,1,849,3
2017S4124201,M,592,1,1099,1
2017S4124225,M,410,1,759,3
2017S4124253,M,619,1,1435,1
2017S4124257,M,545,14,14817,1
2017S4124317,M,657,1,1099,1
2017S4124329,M,400,1,270,3
2017S4124393,M,667,1,1380,1
2017S412465,M,631,1,1099,1
2017S412509,F,483,2,1560,3
2017S412581,M,419,1,325,3
2017S412713,F,435,1,150,3
2017S412753,M,621,1,689,1
2017S416065,M,68,2,1996,2
2017S416097,F,7,1,150,2
2017S416121,F,82,4,3733,2
2017S416233,M,139,3,5809,2
2017S416245,F,210,3,6300,0
2017S416277,F,569,1,2560,1
2017S416313,M,459,1,1996,3
2017S416329,M,69,1,539,2
2017S416345,F,278,1,1380,0
2017S420157,M,442,2,986,3
2017S420169,F,272,2,3466,0
2017S420181,F,200,2,2760,0
2017S420193,F,157,3,1608,0
2017S420197,M,213,3,3380,0
2017S420205,M,308,4,3838,0
2017S420225,M,23,2,2278,2
2017S420273,M,513,1,150,1
2017S420297,M,165,3,4103,0
2017S424217,M,311,3,4740,0
2017S424245,M,643,1,1378,1
2017S424249,F,227,1,1200,0
2017S424673,M,151,1,1360,2
2017S424741,M,461,2,2045,3
2017S424769,F,418,2,2460,3
2017S424801,F,669,1,580,1
2017S424805,M,501,1,1460,3
2017S424849,F,41,1,1398,2
2017S424869,M,552,1,979,1
2017S424897,M,516,1,999,1
2017S428057,F,216,2,7710,0
2017S428065,M,557,1,690,1
2017S428093,F,217,1,33,0
2017S428137,F,131,1,999,2
2017S428141,M,558,1,1429,1
2017S428169,F,195,6,6758,0
2017S428193,M,316,2,3030,0
2017S428213,F,192,2,1860,0
2017S428233,F,415,2,2023,3
2017S428237,F,328,2,1118,0
2017S428257,M,113,3,2599,2
2017S428277,M,376,5,6219,3
2017S428313,F,419,1,1499,3
2017S428345,F,296,1,229,0
2017S428573,F,212,2,2760,0
2017S428601,F,14,1,2760,2
2017S428677,F,384,4,5544,3
2017S428857,M,439,1,986,3
2017S428957,F,106,1,33,2
2017S428961,F,447,1,1560,3
2017S429017,M,551,1,680,1
2017S429085,M,548,1,988,1
2017S429121,F,654,1,998,1
2017S432065,M,284,1,968,0
2017S432161,M,97,2,3185,2
2017S432197,M,413,2,3465,3
2017S432445,M,441,1,1080,3
2017S432489,M,27,1,980,2
2017S432513,F,117,3,4680,2
2017S432573,F,334,1,1380,3
2017S432589,F,69,1,1560,2
2017S432613,F,481,1,150,3
2017S432625,F,574,1,498,1
2017S432633,M,55,4,2073,2
2017S432665,F,573,1,999,1
2017S432693,F,82,1,539,2
2017S432713,M,666,1,499,1
2017S432741,M,313,1,219,0
2017S432817,M,618,1,780,1
2017S432825,M,138,1,689,2
2017S432829,F,659,1,3877,1
2017S432869,M,649,1,1380,1
2017S433025,F,290,1,999,0
2017S433061,F,66,1,339,2
2017S433073,M,48,5,7575,2
2017S433109,M,378,2,2779,3
2017S433125,F,265,2,2940,0
2017S433205,F,554,1,1809,1
2017S433213,F,453,1,699,3
2017S436081,F,204,7,12878,0
2017S436261,F,232,2,2984,0
2017S436273,F,92,2,450,2
2017S436349,F,147,1,35,2
2017S436405,F,602,2,1976,1
2017S436409,M,22,7,7888,2
2017S436421,M,166,1,588,0
2017S436549,F,321,1,999,0
2017S436553,M,336,4,4416,3
2017S436561,M,372,6,17193,3
2017S436573,F,612,1,986,1
2017S436625,F,538,2,2793,1
2017S436637,F,297,5,8956,0
2017S436649,F,115,8,15331,2
2017S436673,M,643,1,643,1
2017S440061,F,92,3,4140,2
2017S440245,F,307,8,15669,0
2017S440265,M,285,3,4967,0
2017S440273,F,393,1,1170,3
2017S440277,F,364,1,1680,3
2017S440289,F,532,4,3993,1
2017S440341,F,474,1,150,3
2017S440349,F,260,3,3054,0
2017S4404057,M,83,1,2520,2
2017S4404081,F,179,9,25125,0
2017S4404101,F,12,1,1290,2
2017S4404113,M,349,2,1779,3
2017S4404117,M,567,1,1560,1
2017S4404121,F,20,1,4287,2
2017S4404129,F,243,5,9438,0
2017S4404133,F,186,5,5520,0
2017S4404153,M,89,8,8962,2
2017S4404165,F,495,1,650,3
2017S4404177,F,213,4,8888,0
2017S4404245,F,473,4,600,3
2017S4404265,F,545,1,1380,1
2017S4404293,M,287,1,3808,0
2017S4404297,M,214,5,4715,0
2017S4404305,F,309,2,3510,0
2017S4404349,F,266,1,999,0
2017S4404373,F,174,4,7730,0
2017S4404381,M,174,1,999,0
2017S4404401,F,547,1,559,1
2017S4404481,F,654,1,1099,1
2017S440449,F,328,3,3088,0
2017S440453,M,80,4,4061,2
2017S440473,M,397,4,2815,3
2017S440509,M,236,1,38,0
2017S4408061,M,459,3,1972,3
2017S4408093,F,393,1,1170,3
2017S4408097,M,119,5,7990,2
2017S4408153,F,538,2,2460,1
2017S4408181,M,363,4,3002,3
2017S4408225,F,171,2,7621,0
2017S4408241,F,391,3,4494,3
2017S4408245,F,120,2,2740,2
2017S4408249,F,575,1,749,1
2017S4408281,F,22,1,1170,2
