cid,gender,R,F,M,k-means
2017S3216621,F,112,4,7698,2
2017S3216629,F,41,4,2365,2
2017S3216637,M,43,1,980,2
2017S3220061,F,518,3,6988,1
2017S3220125,F,574,1,1998,1
2017S3220133,M,49,3,3297,2
2017S3220169,F,22,11,11154,2
2017S3220245,F,22,4,4197,2
2017S3220341,F,203,5,15760,0
2017S3220353,F,376,2,949,3
2017S3220405,M,514,1,4272,1
2017S3220485,M,405,1,1170,3
2017S3220533,F,438,1,998,3
2017S3220569,M,541,1,690,1
2017S3220609,F,468,1,580,3
2017S3220625,M,587,1,3360,1
2017S3220817,F,624,1,1380,1
2017S3220821,F,628,1,1170,1
2017S3220861,F,432,2,2809,3
2017S3220865,M,473,1,1099,3
2017S3220885,M,574,1,2048,1
2017S3224057,F,264,1,998,0
2017S3224125,M,635,2,1773,1
2017S3224245,F,419,1,38,3
2017S3224365,M,384,1,3360,3
2017S3224397,F,623,1,1078,1
2017S3224437,F,307,1,1339,0
2017S3224445,M,272,1,998,0
2017S3224721,F,112,4,1755,2
2017S3224749,F,523,1,493,1
2017S3224777,M,639,2,10989,1
2017S3224801,F,573,2,1389,1
2017S3224929,F,551,2,2268,1
2017S3224961,M,425,2,4440,3
2017S3225001,M,615,1,1170,1
2017S3225013,F,657,2,1388,1
2017S3228101,M,145,1,998,2
2017S3228193,M,16,1,999,2
2017S3228213,F,173,1,980,0
2017S3228217,F,493,2,1370,3
2017S3228229,F,319,2,928,0
2017S3228325,M,366,3,6218,3
2017S3228329,M,311,4,3112,0
2017S3228349,M,577,1,1280,1
2017S3228401,M,416,1,520,3
2017S3228437,M,659,1,3040,1
2017S3228501,F,21,1,3260,2
2017S3232121,M,215,4,7690,0
2017S3232141,M,436,3,4140,3
2017S3232257,M,22,6,5599,2
2017S3232309,F,640,1,580,1
2017S3232317,F,600,1,988,1
2017S3232325,M,52,1,150,2
2017S3232337,F,3,3,5160,2
2017S3232413,F,575,2,3548,1
2017S3232493,F,622,1,289,1
2017S3232525,M,648,1,999,1
2017S3232553,F,369,1,2318,3
2017S3232569,M,662,1,229,1
2017S3236057,F,654,1,988,1
2017S3236125,M,628,1,493,1
2017S3236137,F,34,1,1520,2
2017S3236225,F,111,6,10313,2
2017S3236237,F,210,1,2398,0
2017S3236309,F,595,1,1680,1
2017S3236381,F,26,4,9660,2
2017S3236441,M,607,1,580,1
2017S3236461,M,368,3,2388,3
2017S3236473,M,94,2,730,2
2017S3240081,F,557,1,1280,1
2017S3240121,F,348,1,150,3
2017S3240193,M,332,1,689,3
2017S3240261,F,234,2,3608,0
2017S3240317,F,375,4,17820,3
2017S3240341,F,235,6,4129,0
2017S3244137,M,11,8,17924,2
2017S3244201,F,563,1,1380,1
2017S3244257,M,579,1,1180,1
2017S3244297,F,627,1,2958,1
2017S3244337,M,447,2,600,3
2017S3244445,F,292,1,38,0
2017S3248065,M,50,5,5210,2
2017S3248129,F,325,1,150,0
2017S3248141,F,209,1,520,0
2017S3248165,M,130,3,675,2
2017S3248193,F,22,2,2435,2
2017S3248257,F,160,3,4518,0
2017S3248265,F,14,1,4320,2
2017S3248397,M,167,1,76,0
2017S3248409,F,188,2,2288,0
2017S3248521,F,251,3,5008,0
2017S3248657,F,419,1,680,3
2017S3248705,M,258,1,2645,0
2017S3248857,M,286,1,229,0
2017S3248929,M,217,2,2809,0
2017S3248965,F,14,3,3369,2
2017S3249005,M,41,1,999,2
2017S3249037,M,321,3,3398,0
2017S3249069,M,391,1,16800,3
2017S3249093,F,649,1,559,1
2017S3249117,M,433,3,11477,3
2017S3252097,F,212,2,2070,0
2017S3252125,F,152,1,600,2
2017S3252133,F,475,1,2995,3
2017S3252169,F,155,1,998,2
2017S3252173,F,49,1,499,2
2017S3252185,M,559,1,1080,1
2017S3252225,M,573,1,1280,1
2017S3252357,F,263,3,1596,0
2017S3252373,F,509,1,520,1
2017S3252481,M,326,2,7247,0
2017S3252521,F,642,1,1099,1
2017S3252669,M,475,1,493,3
2017S3252677,F,636,1,1380,1
2017S3252689,M,269,1,1520,0
2017S3252769,F,61,3,3920,2
2017S3252777,M,112,2,1830,2
2017S3252821,F,481,1,2798,3
2017S3252825,F,445,1,1479,3
2017S3252837,M,489,1,1180,3
2017S3252889,M,52,9,12993,2
2017S3252893,F,624,1,999,1
2017S3252897,M,262,1,780,0
2017S3252913,M,355,2,2204,3
2017S3252957,F,305,2,1568,0
2017S3252973,M,208,3,1908,0
2017S3256089,M,664,1,1560,1
2017S3256109,F,422,1,1380,3
2017S3256121,M,143,2,2548,2
2017S3256125,M,484,1,699,3
2017S3256145,M,575,1,1280,1
2017S3256153,M,598,1,493,1
2017S3256197,F,258,3,7018,0
2017S3256241,M,345,1,539,3
2017S3256273,M,88,1,998,2
2017S3256289,F,414,1,2856,3
2017S3256301,F,144,2,7038,2
2017S3256325,M,312,1,2331,0
2017S3256333,M,85,1,998,2
2017S3256353,M,284,3,6900,0
2017S3256365,F,386,2,3850,3
2017S3256373,F,526,1,780,1
2017S3256461,F,660,1,1980,1
2017S3256469,M,573,1,2260,1
2017S3256481,F,573,1,2360,1
2017S3256501,M,22,1,1080,2
2017S3256541,F,488,1,729,3
2017S3260065,M,92,1,1249,2
2017S3260081,M,583,1,229,1
2017S3260137,M,416,2,1673,3
2017S3260229,F,480,2,255,3
2017S3264189,F,435,2,2079,3
2017S3264257,M,458,1,1299,3
2017S3264429,M,190,4,3556,0
2017S3268077,M,194,4,14711,0
2017S3268109,F,409,3,4708,3
2017S3268149,F,21,2,3510,2
2017S3268165,M,208,6,8730,0
2017S3268189,M,522,1,3024,1
2017S3268213,F,72,1,3040,2
2017S3268253,M,79,7,12180,2
2017S3268389,M,566,2,2268,1
2017S3272077,M,8,7,30068,2
2017S3272121,M,567,1,2247,1
2017S3272141,F,643,1,1099,1
2017S3272161,F,216,2,1989,0
2017S3272169,M,515,2,2233,1
2017S3272181,M,147,4,2513,2
2017S3272213,M,569,1,1380,1
2017S3272217,F,550,1,3240,1
2017S3272221,F,383,1,880,3
2017S3272261,F,207,1,1199,0
2017S3272265,F,426,2,2279,3
2017S3272273,F,609,1,990,1
2017S3272285,M,75,2,2717,2
2017S3272301,M,69,1,1398,2
2017S3276061,F,226,7,9125,0
2017S3276113,F,304,1,1199,0
2017S3276185,M,414,2,3758,3
2017S3276209,F,345,5,5251,3
2017S3276237,F,184,2,2718,0
2017S3276249,F,13,5,8301,2
2017S3276289,M,462,1,493,3
2017S3276441,M,213,4,7540,0
2017S3276453,M,118,6,5660,2
2017S3276461,M,22,14,22261,2
2017S3276477,M,230,1,2318,0
2017S3276481,F,568,1,1249,1
2017S3276653,F,503,1,780,3
2017S3276669,F,495,2,3078,3
2017S3276681,F,175,1,539,0
2017S3276729,M,193,2,2881,0
2017S3276761,M,551,1,690,1
2017S3276773,F,208,5,12796,0
2017S3276797,F,118,1,150,2
2017S3276817,M,44,2,1688,2
2017S3276821,M,432,1,1560,3
2017S3276853,M,575,2,2085,1
2017S3280057,M,166,6,3238,0
2017S3280061,F,223,2,2730,0
2017S3280089,M,104,1,1249,2
2017S3280157,F,58,1,1560,2
2017S3280181,F,472,1,1380,3
2017S3280185,F,260,1,799,0
2017S3280201,M,292,1,1560,0
2017S3280245,F,312,5,6680,0
2017S3280265,F,439,2,2067,3
2017S3280281,F,123,1,888,2
2017S3280289,F,464,2,3520,3
2017S3280301,F,572,1,2560,1
2017S3280397,M,250,6,7318,0
2017S3280405,M,559,1,680,1
2017S3280409,F,54,3,7408,2
2017S3280489,M,72,2,1493,2
2017S3280597,M,584,1,2668,1
2017S3280789,M,89,7,15870,2
2017S3280797,F,474,2,450,3
2017S3280829,F,524,2,9399,1
2017S3284073,M,196,3,2832,0
2017S3284081,M,31,4,3695,2
2017S3284145,M,94,1,1380,2
2017S3284169,F,643,1,1040,1
2017S3284301,M,618,2,2496,1
2017S3284353,M,152,7,2872,2
2017S3284361,F,552,1,1280,1
2017S3284365,F,145,2,146,2
2017S3284397,F,34,1,229,2
2017S3284493,M,12,11,19292,2
2017S3288057,F,57,5,7584,2
2017S3288097,F,669,1,5036,1
2017S3288189,F,11,7,7334,2
2017S3288257,M,105,9,16527,2
2017S3292065,M,459,1,493,3
2017S3292073,F,314,4,5266,0
2017S3292093,F,42,11,8251,2
2017S3292097,M,505,1,2340,1
2017S3292141,F,611,1,780,1
2017S3292161,M,419,1,998,3
2017S3292165,F,312,1,1320,0
2017S3292217,F,564,2,1139,1
2017S3292341,M,503,1,780,3
2017S3292345,M,288,1,876,0
2017S3292405,F,635,1,1380,1
2017S3296089,M,531,2,1227,1
2017S3296141,M,317,1,780,0
2017S3296181,F,491,1,1139,3
2017S3296309,M,19,10,26562,2
2017S3296325,M,134,1,749,2
2017S3296381,M,547,2,1479,1
2017S3300053,M,90,3,3787,2
2017S3300069,F,373,1,1680,3
2017S3300081,F,495,1,780,3
2017S3300117,F,629,1,1520,1
2017S3300121,F,207,3,5373,0
2017S3300133,M,80,2,3528,2
2017S3300149,F,580,1,1680,1
2017S3300173,M,393,1,2320,3
2017S3300181,M,496,1,1080,3
2017S3300281,F,540,1,439,1
2017S3300285,F,148,1,1299,2
2017S3304057,M,324,2,3557,0
2017S3304077,F,554,2,8313,1
2017S3304093,F,172,4,5088,0
2017S3304117,M,657,1,1976,1
2017S3304121,F,233,3,4758,0
2017S3304197,M,53,5,6373,2
2017S3304201,F,355,2,4298,3
2017S3304229,M,426,1,1298,3
2017S3304261,M,285,5,10246,0
2017S3304377,F,625,1,3126,1
2017S3304425,F,601,1,1293,1
2017S3304445,M,205,1,690,0
2017S3304521,M,398,3,1859,3
2017S3304549,M,33,3,3910,2
2017S3304613,F,409,1,289,3
2017S3304701,F,524,1,756,1
2017S3304705,F,166,3,2993,0
2017S3304733,M,96,3,1389,2
2017S3304745,M,274,1,1199,0
2017S3304761,F,649,1,1030,1
2017S3308165,F,411,2,3040,3
2017S3308169,M,244,1,680,0
2017S3308177,M,439,2,1485,3
2017S3308405,F,76,3,3768,2
2017S3308421,F,448,2,1979,3
2017S3308517,F,537,1,249,1
2017S3308681,F,82,3,4320,2
2017S3308729,M,440,1,1080,3
2017S3308741,M,460,1,1073,3
2017S3312189,F,493,1,580,3
2017S3312237,F,611,2,2340,1
2017S3312245,M,65,2,2934,2
2017S3312265,M,284,4,4238,0
2017S3312289,F,610,1,1380,1
2017S3316053,M,33,1,710,2
2017S3316073,M,650,1,1976,1
2017S3316105,F,637,1,539,1
2017S3316121,F,554,1,1335,1
2017S3316141,F,111,6,8916,2
2017S3316193,F,94,10,7836,2
2017S3316269,M,401,1,680,3
2017S3316341,F,383,3,2410,3
2017S3316401,M,553,1,1560,1
2017S3320097,M,216,4,3920,0
2017S3320105,F,289,1,1512,0
2017S3320121,F,573,1,680,1
2017S3320133,M,546,1,1760,1
2017S3320193,M,130,1,680,2
2017S3320277,F,188,1,1080,0
2017S3324053,M,599,1,998,1
2017S3324117,M,465,2,1869,3
2017S3324393,F,419,2,1598,3
2017S3604057,F,104,5,13642,2
2017S3604073,F,132,4,11973,2
2017S3604077,F,588,1,1380,1
2017S3604145,M,491,1,1560,3
2017S3604173,F,219,1,6359,0
2017S3604269,F,289,1,1936,0
2017S3604345,M,445,1,1280,3
2017S3604377,M,61,1,229,2
2017S3604433,M,643,1,1099,1
2017S3608061,M,408,2,1173,3
2017S3608193,F,463,1,1380,3
2017S3608265,F,623,1,988,1
2017S3608277,F,213,2,2990,0
2017S3608301,F,353,2,840,3
2017S3608349,F,286,2,2270,0
2017S3608445,M,489,1,988,3
2017S3608509,M,608,3,43020,1
2017S3608553,F,569,1,1280,1
2017S3608625,M,118,2,2398,2
2017S3608661,F,306,1,559,0
2017S3612073,F,10,9,26286,2
2017S3612085,M,625,1,1080,1
2017S3612169,F,194,3,6450,0
2017S3612177,M,460,1,1380,3
2017S3612317,F,398,2,2760,3
2017S3612357,M,649,1,2338,1
2017S3612373,M,208,1,4552,0
2017S3612437,M,83,25,70713,2
2017S3612473,M,180,1,2940,0
2017S3612485,M,22,7,18628,2
2017S3612569,M,198,2,4140,0
2017S3612597,M,153,1,780,2
2017S3612617,F,438,1,1380,3
2017S3612709,F,84,4,8284,2
2017S3612809,M,538,1,1512,1
2017S3612813,M,406,1,1518,3
2017S3612877,F,10,1,2580,2
2017S3612889,F,194,1,690,0
2017S3616165,F,629,3,2205,1
2017S3616181,F,126,2,747,2
2017S3616189,F,179,1,150,0
2017S3616209,F,419,3,3197,3
2017S3616281,F,216,3,7418,0
2017S3616329,M,475,1,598,3
2017S3616337,F,651,1,988,1
2017S3616385,F,425,1,249,3
2017S3616397,M,374,1,150,3
2017S3616425,M,309,1,1104,0
2017S3616501,M,555,1,3040,1
2017S3616505,F,22,5,14138,2
2017S3620181,F,499,1,300,3
2017S3620325,F,613,1,780,1
2017S3620557,F,490,2,2240,3
2017S3620565,F,594,1,5040,1
2017S3624057,F,59,1,229,2
2017S3624121,M,218,1,1380,0
2017S3624173,M,469,1,880,3
2017S3624177,M,662,1,4560,1
2017S3624185,F,553,3,900,1
2017S3624237,F,662,1,999,1
2017S3624253,F,576,1,799,1
2017S3624273,F,123,1,1996,2
2017S3624333,M,3,4,2836,2
2017S3624337,M,101,1,539,2
2017S3624561,F,361,1,998,3
2017S3624633,F,225,1,1149,0
2017S3628073,M,506,1,1176,1
2017S3628177,F,245,2,3000,0
2017S3628185,F,658,1,1998,1
2017S3628273,M,555,2,2948,1
2017S3628285,F,542,1,249,1
2017S3628321,M,658,1,1380,1
2017S3628345,F,46,2,2051,2
2017S3628349,M,633,1,439,1
2017S3628361,M,152,1,680,2
2017S3628397,F,575,1,249,1
2017S3628405,F,193,4,10697,0
2017S3628417,M,332,1,435,3
2017S3628469,F,518,2,1273,1
2017S3628501,F,573,1,1430,1
2017S3632197,F,318,2,518,0
2017S3632349,F,663,1,1099,1
2017S3632361,F,101,1,1428,2
2017S3632369,F,557,1,1249,1
2017S3632417,F,576,1,680,1
2017S3632461,M,32,11,27598,2
2017S3632541,M,45,2,1492,2
2017S3632569,F,406,1,1380,3
2017S3632593,F,445,3,5639,3
2017S3632613,F,569,1,1560,1
2017S3632633,F,144,2,1866,2
2017S3632701,F,382,1,660,3
2017S3636081,M,457,1,499,3
2017S3636089,M,488,1,300,3
2017S3636113,M,34,2,4758,2
2017S3636129,F,147,1,1680,2
2017S3636133,F,467,1,598,3
2017S3636153,F,607,1,992,1
2017S3636173,F,88,1,539,2
2017S3636185,F,495,1,988,3
2017S3636213,M,664,1,2198,1
2017S3636277,M,574,1,2040,1
2017S3636321,M,286,2,613,0
2017S3636325,F,436,1,493,3
2017S3636393,M,198,1,588,0
2017S3636433,M,300,4,4822,0
2017S3636473,F,425,3,1768,3
2017S3636501,F,502,2,3900,3
2017S3636549,F,125,2,6638,2
2017S3636561,F,506,1,780,1
2017S3636573,M,155,2,2279,2
2017S3636613,F,335,2,4540,3
2017S3636629,F,132,2,5483,2
2017S3636657,F,195,2,2070,0
2017S3636765,F,176,1,998,0
2017S3636809,M,592,1,229,1
2017S3636861,M,216,1,1290,0
2017S3636937,F,246,1,680,0
2017S3637093,F,422,2,1119,3
2017S3637137,M,272,2,1448,0
2017S3637153,M,566,1,1280,1
2017S3637181,F,651,1,998,1
2017S3637209,F,301,2,2140,0
2017S3637221,F,575,2,1572,1
2017S3637281,F,266,1,1680,0
2017S3637381,M,474,1,986,3
2017S3637513,M,635,1,880,1
2017S3637557,F,294,1,1904,0
2017S3637573,F,404,1,1520,3
2017S3637621,M,43,3,6600,2
2017S3640145,M,524,1,580,1
2017S3640153,F,355,1,680,3
2017S3640157,M,68,2,11427,2
2017S3640281,M,468,1,938,3
2017S3640313,M,132,2,2290,2
2017S3640385,F,210,3,3394,0
2017S3640397,M,89,6,14035,2
2017S3640405,M,97,2,1031,2
2017S3640529,F,187,2,570,0
2017S3640533,F,47,4,4110,2
2017S3640553,F,321,1,870,0
2017S3640605,M,270,1,1560,0
2017S3640629,F,405,1,1380,3
2017S3640637,M,573,1,750,1
2017S3640657,M,496,1,2160,3
2017S3640701,M,110,3,4533,2
2017S3640749,M,269,1,980,0
2017S3640793,F,632,1,1099,1
2017S3640881,M,636,1,900,1
2017S3640897,M,599,1,1467,1
2017S3640993,F,650,1,1099,1
2017S3641161,M,439,1,520,3
2017S3641225,F,534,1,493,1
2017S3641261,M,509,1,1160,1
2017S3641265,F,260,1,493,0
2017S3641301,F,543,1,580,1
2017S3641333,M,279,1,219,0
2017S3641357,F,7,1,680,2
2017S3641361,M,10,1,999,2
2017S3644057,M,569,1,2360,1
2017S3644073,F,610,1,1380,1
2017S3644089,M,192,3,3819,0
2017S3644093,F,30,1,1380,2
2017S3644153,M,508,1,990,1
2017S3644165,F,388,1,1160,3
2017S3644261,F,116,8,8238,2
2017S3644289,F,20,7,6855,2
2017S3644357,F,541,1,600,1
2017S3644513,M,10,3,3158,2
2017S3644533,M,224,5,5899,0
2017S3644661,F,60,2,1188,2
2017S3648157,F,597,1,1380,1
2017S3648317,F,513,1,580,1
2017S3648405,M,561,1,680,1
2017S3648561,M,443,2,1358,3
2017S3648613,M,198,1,980,0
2017S3648629,F,637,1,1490,1
2017S3652061,F,569,1,1380,1
2017S3652101,M,261,2,5101,0
2017S3652145,F,656,1,1560,1
2017S3652241,F,435,2,4197,3
2017S3652261,M,147,4,3546,2
2017S3652373,F,286,3,1712,0
2017S3652433,F,92,7,5483,2
2017S3652489,F,633,1,539,1
2017S3652497,M,174,2,2580,0
2017S3652517,F,648,1,150,1
2017S3652561,F,632,1,988,1
2017S3652593,M,411,2,1878,3
2017S3652673,F,2,6,5952,2
2017S3652681,M,81,2,1580,2
2017S3656085,M,36,3,5906,2
2017S3656089,F,480,2,1148,3
2017S3656113,F,48,1,999,2
2017S3656165,F,544,1,756,1
2017S3656173,M,351,1,918,3
2017S3656181,F,379,1,660,3
2017S3656201,M,398,1,270,3
2017S3656205,F,468,1,580,3
2017S3656241,M,607,1,5040,1
2017S3656249,F,90,2,2113,2
2017S3656325,F,401,5,3455,3
2017S3656337,F,208,3,1888,0
2017S3656381,M,576,2,1799,1
2017S3656413,M,605,1,1380,1
2017S3656485,M,454,1,998,3
2017S3656493,F,502,4,6418,3
2017S3660109,M,454,2,3555,3
2017S3660157,F,276,3,3308,0
2017S3660245,F,529,5,5400,1
2017S3660337,M,440,1,1040,3
2017S3660381,F,45,1,539,2
2017S3660409,F,648,1,1380,1
2017S3660469,F,215,1,1080,0
2017S3660477,M,209,7,12996,0
2017S3660501,F,257,1,1560,0
2017S3660577,F,412,1,1170,3
2017S3660593,M,590,1,299,1
2017S3660661,F,76,4,6044,2
2017S3664061,F,372,4,4565,3
2017S3664069,F,132,1,680,2
2017S3664089,M,411,1,520,3
2017S3664105,M,278,1,499,0
2017S3664153,F,311,3,2959,0
2017S3664253,M,586,1,3360,1
2017S3664321,F,459,6,15660,3
2017S3664373,F,304,2,2076,0
2017S3664437,F,5,1,588,2
2017S3664481,F,83,2,11140,2
2017S3664509,M,545,1,150,1
2017S3664585,M,621,1,493,1
2017S3664649,F,75,12,16134,2
2017S3664653,F,441,1,2798,3
2017S3664669,F,20,12,12803,2
2017S3664705,F,211,2,2288,0
2017S3664713,F,428,1,114,3
2017S3664737,F,478,1,1287,3
2017S3664781,F,293,2,4140,0
2017S3664805,F,20,4,20415,2
2017S3664809,F,12,2,3854,2
2017S3664813,M,5,1,1118,2
2017S3664841,M,83,4,4750,2
2017S3664849,F,166,4,4329,0
2017S3664853,F,290,1,1149,0
2017S3664929,F,419,1,520,3
2017S3664941,F,561,1,1280,1
2017S3665001,F,559,1,1380,1
2017S3668053,F,75,4,3736,2
2017S3668073,F,621,1,1380,1
2017S3668129,M,663,1,289,1
2017S3668145,F,502,2,2240,3
2017S3668181,F,620,1,880,1
2017S3668185,M,495,2,2146,3
2017S3668245,F,351,1,99,3
2017S3668293,M,341,1,1078,3
2017S3668349,F,569,1,2720,1
2017S3668545,M,139,4,3188,2
2017S3668561,F,656,1,999,1
2017S3668585,F,637,1,229,1
2017S3668657,M,215,3,3059,0
2017S3668661,F,141,1,559,2
2017S3668681,M,509,2,1959,1
2017S3668921,F,32,4,4680,2
2017S3668933,F,369,3,7058,3
2017S3668973,F,520,1,988,1
2017S3668993,F,313,10,29094,0
2017S3669081,M,20,2,1589,2
2017S3669121,F,495,3,6549,3
2017S3672065,M,186,2,3559,0
2017S3672149,M,4,17,28290,2
2017S3672161,F,309,2,1587,0
2017S3672169,F,50,14,27355,2
2017S3672197,M,385,1,2970,3
2017S3672273,M,604,1,1380,1
2017S3672277,F,556,1,2070,1
2017S3672297,F,658,1,229,1
2017S3672309,F,533,1,1380,1
2017S3672321,M,370,3,5400,3
2017S3672361,F,563,1,2460,1
2017S3672389,M,418,1,1298,3
2017S3672445,F,575,1,2560,1
2017S3672485,M,328,2,5012,0
2017S3672501,M,77,2,2670,2
2017S3676097,F,214,8,8410,0
2017S3676113,F,505,1,580,1
2017S3676153,M,220,2,8048,0
2017S3676185,F,167,2,2994,0
2017S3676201,M,463,1,1518,3
2017S3676229,F,194,2,2848,0
2017S3676289,F,80,1,998,2
2017S3676293,M,373,14,17541,3
2017S3676369,F,492,4,6640,3
2017S3676397,F,342,1,689,3
2017S3676453,F,614,1,2460,1
2017S3676501,M,483,2,1579,3
2017S3680073,F,637,2,4939,1
2017S3680081,M,41,1,1380,2
2017S3680177,F,462,1,150,3
2017S3680209,F,267,2,1470,0
2017S3680221,M,590,3,4720,1
2017S3680229,M,8,12,12082,2
2017S3680237,F,2,1,593,2
2017S3680245,F,323,15,15201,0
2017S3680253,F,539,2,1518,1
2017S3680349,F,551,1,1380,1
2017S3680413,F,175,1,1080,0
2017S3680421,M,45,4,8350,2
2017S3680425,M,620,1,439,1
2017S3680437,M,531,1,493,1
2017S3680449,F,551,2,3365,1
2017S3680541,M,523,1,1380,1
2017S3680581,M,604,2,4240,1
2017S3684125,F,540,1,493,1
2017S3684205,M,13,3,5793,2
2017S3684261,M,168,4,6616,0
2017S3684269,M,250,7,10150,0
2017S3684293,F,566,2,3250,1
2017S3684297,M,537,1,1515,1
2017S3684349,M,79,2,1960,2
2017S3684417,F,391,1,1680,3
2017S3684429,M,71,2,1817,2
2017S3684445,M,74,2,1600,2
2017S3688077,M,230,1,150,0
2017S3688101,M,482,1,1399,3
2017S3688117,F,318,1,539,0
2017S3688149,M,8,2,2206,2
2017S3688161,F,414,2,979,3
2017S3688193,M,397,2,1431,3
2017S3688221,F,148,1,520,2
2017S3688225,M,480,1,3992,3
2017S3688233,M,68,6,5944,2
2017S3688237,M,193,1,2198,0
2017S3688261,F,76,1,998,2
2017S3688325,M,431,1,493,3
2017S3688341,M,17,14,19040,2
2017S3688377,M,392,1,689,3
2017S3688417,F,138,2,2890,2
2017S3688465,M,574,1,2360,1
2017S3692053,M,269,2,2896,0
2017S3692065,M,83,3,3787,2
2017S3692069,F,188,5,6630,0
2017S3692125,M,518,1,1040,1
2017S3692173,F,238,1,1170,0
2017S3692269,F,390,1,6450,3
2017S3692281,M,245,1,680,0
2017S3692357,M,370,1,3469,3
2017S3692361,F,49,1,1170,2
2017S3692533,M,663,1,998,1
2017S3692541,M,608,1,1170,1
2017S3692557,M,657,1,499,1
2017S3692569,F,255,3,9652,0
2017S3692801,M,193,4,3130,0
2017S3692829,M,600,1,986,1
2017S3692833,F,556,1,1280,1
2017S3692853,F,146,3,2533,2
2017S3692857,M,292,5,4712,0
2017S3692969,M,79,1,1420,2
2017S3692997,F,258,1,300,0
2017S3693001,F,244,1,780,0
2017S3693049,F,320,2,2449,0
2017S3693061,F,594,1,1380,1
2017S3693089,F,368,1,1078,3
2017S3693113,F,185,2,11370,0
2017S3696057,M,124,5,8600,2
2017S3696077,F,357,1,539,3
2017S3696109,M,404,3,5318,3
2017S3696197,M,33,2,3286,2
2017S3696233,M,187,1,1670,0
2017S3696429,F,210,1,710,0
2017S3696441,M,656,1,1099,1
2017S3696469,M,184,1,1883,0
2017S3696517,F,451,2,1928,3
2017S3696533,F,368,2,4140,3
2017S3696585,M,46,12,11861,2
2017S3696789,M,653,1,499,1
2017S3696861,F,475,1,150,3
2017S3696869,F,443,1,2140,3
2017S3696877,M,56,6,11871,2
2017S3696885,M,257,1,2903,0
2017S3697085,M,162,4,3227,0
2017S3697101,M,12,3,6020,2
2017S3697105,M,551,1,1280,1
2017S3697189,M,193,1,559,0
2017S3697229,M,20,5,32383,2
2017S3700069,M,463,1,799,3
2017S3700073,F,96,4,14990,2
2017S3700089,M,528,2,1792,1
2017S3700161,F,557,1,1335,1
2017S3700201,F,207,2,6080,0
2017S3700209,M,75,3,4839,2
2017S3700281,F,301,2,2137,0
2017S3700365,F,390,4,1529,3
2017S3700417,M,459,2,3078,3
2017S3700429,F,25,1,3640,2
2017S3700521,F,84,9,29266,2
2017S3704097,F,346,2,2620,3
2017S3704113,F,161,1,1170,0
2017S3704125,M,637,1,1520,1
2017S3704165,M,91,2,2518,2
2017S3704177,M,366,1,2580,3
2017S3704189,F,405,2,1479,3
2017S3704221,F,11,9,21066,2
2017S3704253,F,385,1,660,3
2017S3704265,F,193,2,4540,0
2017S3704277,M,370,2,6320,3
2017S3704289,F,535,1,1380,1
2017S3704333,F,412,1,998,3
2017S3704361,M,258,1,219,0
2017S3704365,M,370,2,2089,3
2017S3704397,M,68,2,4780,2
2017S3704421,M,269,2,588,0
2017S3704433,M,562,1,4480,1
2017S3704489,M,565,1,300,1
2017S3704497,F,623,1,3440,1
2017S3704537,M,395,1,880,3
2017S3708129,F,346,1,1560,3
2017S3708133,F,612,1,1756,1
2017S3708213,F,642,1,3040,1
2017S3708269,M,194,2,3159,0
2017S3708301,M,385,1,5940,3
2017S3708305,M,177,1,999,0
2017S3708373,F,61,3,2438,2
2017S3708377,F,210,2,5866,0
2017S3708445,F,235,2,5200,0
2017S3708489,F,36,4,4725,2
2017S3708493,M,232,1,680,0
2017S3708545,M,21,1,1398,2
2017S3712053,F,408,5,6372,3
2017S3712077,F,234,2,1650,0
2017S3712121,F,576,2,5600,1
2017S3712161,M,77,3,4182,2
2017S3712205,M,444,2,2796,3
2017S3712261,M,146,3,9120,2
2017S3712293,F,395,3,4838,3
2017S3712377,M,410,1,680,3
2017S3712389,M,204,1,780,0
2017S3712473,F,648,1,150,1
2017S3712513,M,641,1,1099,1
2017S3712517,F,537,2,6080,1
2017S3712529,M,602,1,580,1
2017S3712553,M,186,1,1290,0
2017S3712569,M,466,1,1996,3
2017S3716105,M,434,8,8057,3
2017S3716129,M,490,2,1860,3
2017S3716157,F,653,2,3513,1
2017S3716197,F,281,1,2009,0
2017S3716261,F,214,3,10710,0
2017S3716285,M,104,6,7097,2
2017S3716297,F,90,6,22968,2
2017S3716301,F,560,1,1280,1
2017S3716305,F,160,1,150,0
2017S3716377,F,496,2,730,3
2017S3716417,M,190,8,15858,0
2017S3716449,F,68,8,9716,2
2017S3720081,F,246,1,38,0
2017S3720173,F,643,1,1560,1
2017S3720269,M,81,9,14123,2
2017S3720397,M,194,4,6148,0
2017S3720409,M,434,2,1760,3
2017S3720437,M,560,1,1360,1
2017S3720589,F,324,1,1380,0
2017S3720601,M,577,1,3840,1
2017S3720617,M,330,1,1280,0
2017S3720625,M,202,1,1290,0
2017S3720633,F,166,6,10068,0
2017S3720657,M,337,1,699,3
2017S3720677,M,378,1,1290,3
2017S3720733,F,496,1,580,3
2017S3720753,M,161,2,2162,0
2017S4004053,F,397,1,1129,3
2017S4004061,F,269,2,300,0
2017S4004105,M,470,1,1373,3
2017S4004121,F,23,8,9710,2
2017S4004153,M,48,2,2828,2
2017S4004169,M,558,1,2560,1
2017S4004249,F,23,4,8699,2
2017S4004277,F,584,1,289,1
